id,date,deaths,highlight
ALB,2020-06-18,39,FALSE
ALB,2020-06-19,42,FALSE
ALB,2020-06-20,43,FALSE
ALB,2020-06-21,44,FALSE
ALB,2020-06-22,44,FALSE
ALB,2020-06-23,45,FALSE
ALB,2020-06-24,47,FALSE
ALB,2020-06-25,49,FALSE
ALB,2020-06-26,51,FALSE
ALB,2020-06-27,53,FALSE
ALB,2020-06-28,55,FALSE
ALB,2020-06-29,58,FALSE
ALB,2020-06-30,62,FALSE
ALB,2020-07-01,65,FALSE
ALB,2020-07-02,69,FALSE
ALB,2020-07-03,72,FALSE
ALB,2020-07-04,74,FALSE
ALB,2020-07-05,76,FALSE
ALB,2020-07-06,79,FALSE
ALB,2020-07-07,81,FALSE
ALB,2020-07-08,83,FALSE
ALB,2020-07-09,83,FALSE
ALB,2020-07-10,85,FALSE
ALB,2020-07-11,89,FALSE
ALB,2020-07-12,93,FALSE
ALB,2020-07-13,95,FALSE
ALB,2020-07-14,97,FALSE
ALB,2020-07-15,101,FALSE
ALB,2020-07-16,104,FALSE
ALB,2020-07-17,107,FALSE
ALB,2020-07-18,111,FALSE
ALB,2020-07-19,112,FALSE
ALB,2020-07-20,113,FALSE
ALB,2020-07-21,117,FALSE
ALB,2020-07-22,120,FALSE
ALB,2020-07-23,123,FALSE
ALB,2020-07-24,128,FALSE
ALB,2020-07-25,134,FALSE
ALB,2020-07-26,138,FALSE
ALB,2020-07-27,144,FALSE
ALB,2020-07-28,148,FALSE
ALB,2020-07-29,150,FALSE
ALB,2020-07-30,154,FALSE
ALB,2020-07-31,157,FALSE
ALB,2020-08-01,161,FALSE
ALB,2020-08-02,166,FALSE
ALB,2020-08-03,172,FALSE
ALB,2020-08-04,176,FALSE
ALB,2020-08-05,182,FALSE
